timestamp,open,high,low,close,volume,market_cap
2025-10-26,1116.53,1143.35,1043.48,1103.45,240939.545,12113789.63
2025-10-27,1112.17,1146.145,1043.48,1103.45,494467.695,23498574.5
2025-10-28,1107.81,1148.94,1043.48,1103.45,351579.17,580232996.7
2025-10-29,1103.45,1121.35,1043.48,1107.7,459713.496,116576740.13
2025-10-30,1107.7,1129.55,1043.48,1079.05,508291.657,26162698.54
2025-10-31,1079.06,1104.93,1022.655,1088.9,537669.646,14935725.97
2025-11-01,1088.9,1096.93,1001.8299999999999,1094.53,163493.548,6611380.88
2025-11-02,1094.54,1094.92,981.005,1083.25,132402.548,5071103.37
2025-11-03,1083.25,1087.24,960.18,993.54,685198.885,23272704.53
2025-11-04,993.54,1002.12,880.8,936.77,605671.456,13668859.8
2025-11-05,936.79,969.27,900.39,959.33,526144.027,7385658.61
2025-11-06,959.32,965.23,925.07,950.4,312622.425,7980692.8
2025-11-07,950.4,995.6,925.7,991.15,452713.504,9128222.45
2025-11-08,991.14,1007.41,980.05,991.03,301705.689,10201937.77
2025-11-09,991.01,1007.16,975.84,996.63,256660.748,7568018.7
2025-11-10,996.63,1019.56,976.22,991.98,281128.796,10134798.08
2025-11-11,991.99,1008.6,956.08,958.08,283951.869,8605904.32
2025-11-12,958.08,978.61,937.9,952.86,216987.116,5743291.88
2025-11-13,952.87,972.2,905.72,927.15,334345.078,7816674.4
2025-11-14,927.15,934.04,887.88,915.25,438193.008,17580968.97
2025-11-15,915.26,945.22,914.91,932.28,161984.705,20632118.43
2025-11-16,932.27,949.77,908.16,926.56,252157.877,22116507.58
2025-11-17,926.59,939.55,891.72,907.36,332891.856,26615300.78
2025-11-18,907.36,939.99,884.4,932.79,357275.458,20148689.65
2025-11-19,932.79,941.06,872.38,897.77,296358.274,15375799.09
2025-11-20,897.78,917.0,865.57,866.51,301802.981,18036485.08
2025-11-21,866.51,877.33,790.79,830.46,654486.049,28737281.32
2025-11-22,830.47,842.93,813.77,833.78,167225.62,11366150.21
2025-11-23,833.78,855.46,833.28,843.6,167524.177,8579969.98
2025-11-24,843.6,876.3,830.01,864.92,248464.802,19936252.19
2025-11-25,864.9,867.66,837.47,862.57,158750.859,9507668.19
2025-11-26,862.58,897.25,851.72,891.78,159649.392,14183915.33
