timestamp,open,high,low,close,volume,market_cap
2025-10-26,0.2133,0.2219,0.2096,0.2191,11818123.0,255813.54
2025-10-27,0.2191,0.2234,0.213,0.2147,10685446.0,350018.47
2025-10-28,0.2148,0.2181,0.2052,0.2101,10636022.0,627934.91
2025-10-29,0.2101,0.219,0.2061,0.2112,11726322.0,417611.33
2025-10-30,0.2113,0.2139,0.1895,0.197,26780548.0,782256.58
2025-10-31,0.1971,0.2048,0.1966,0.2021,9300654.0,399225.36
2025-11-01,0.2021,0.2097,0.2008,0.2082,10719571.0,339538.9
2025-11-02,0.2084,0.2101,0.2013,0.208,6477837.0,197249.54
2025-11-03,0.208,0.2083,0.1754,0.1819,24552727.0,866694.53
2025-11-04,0.1821,0.1858,0.1623,0.1739,25467901.0,1307219.43
2025-11-05,0.1738,0.1855,0.1651,0.1834,9963316.0,535739.58
2025-11-06,0.1833,0.1842,0.1741,0.1805,13318431.0,480719.04
2025-11-07,0.1806,0.214,0.179,0.2073,28426190.0,1152732.98
2025-11-08,0.2073,0.2121,0.1971,0.2047,22485035.0,1019221.34
2025-11-09,0.2048,0.2113,0.1968,0.2062,14934251.0,485811.92
2025-11-10,0.2063,0.2139,0.202,0.2106,12082208.0,662506.03
2025-11-11,0.2107,0.2143,0.1959,0.197,15340517.0,502888.75
2025-11-12,0.1971,0.2079,0.1915,0.1954,11001243.0,835944.59
2025-11-13,0.1954,0.2033,0.1809,0.1877,13856464.0,545836.11
2025-11-14,0.1877,0.1895,0.1766,0.18,12193552.0,1110266.49
2025-11-15,0.18,0.1871,0.1797,0.1831,6771342.0,262069.07
2025-11-16,0.183,0.1852,0.1723,0.1798,12605965.0,380093.74
2025-11-17,0.1797,0.1847,0.1692,0.1726,13729662.0,584564.94
2025-11-18,0.1726,0.1813,0.1689,0.1778,10568766.0,728147.22
2025-11-19,0.1778,0.179,0.1662,0.1749,9481724.0,525699.91
2025-11-20,0.1749,0.1807,0.1611,0.165,49642811.0,997374.07
2025-11-21,0.165,0.1673,0.1469,0.1525,34175654.0,1176570.0
2025-11-22,0.1526,0.1535,0.1461,0.1514,11914104.0,363161.15
2025-11-23,0.1515,0.1554,0.1501,0.1516,8941713.0,373947.35
2025-11-24,0.1516,0.1615,0.1496,0.1594,10323685.0,423366.74
2025-11-25,0.1593,0.1612,0.1534,0.1592,15001024.0,350328.28
2025-11-26,0.1593,0.1627,0.1541,0.1611,11450278.0,271296.73
2025-11-27,0.1612,0.164,0.1591,0.1616,8012078.0,168919.75
2025-11-28,0.1616,0.1633,0.1571,0.1583,6932727.0,281363.08
2025-11-29,0.1584,0.1602,0.1541,0.1553,7176944.0,216009.82
2025-11-30,0.1553,0.1558,0.1507,0.151,5679605.0,119484.68
2025-12-01,0.151,0.1515,0.137,0.1418,21845157.0,539087.54
2025-12-02,0.1419,0.154,0.1391,0.1512,9692213.0,299078.42
2025-12-03,0.1512,0.1571,0.1491,0.1554,11730642.0,351839.26
2025-12-04,0.1555,0.1563,0.147,0.1483,8099353.0,197915.36
2025-12-05,0.1483,0.1503,0.1373,0.1401,13753959.0,306000.34
2025-12-06,0.1402,0.1471,0.1399,0.1434,12095302.0,321024.28
2025-12-07,0.1434,0.1444,0.1357,0.1392,13214402.0,299733.5
2025-12-08,0.1391,0.1448,0.1387,0.14,9405086.0,153094.01
2025-12-09,0.1401,0.1497,0.1393,0.1466,16114604.0,244161.36
2025-12-10,0.1466,0.1515,0.1413,0.1439,14610470.0,317104.63
2025-12-11,0.1438,0.144,0.1336,0.1378,19798986.0,344522.82
2025-12-12,0.1378,0.1388,0.1283,0.131,14617243.0,482941.14
2025-12-13,0.1311,0.1344,0.1309,0.1328,5361407.0,140803.4
2025-12-14,0.1327,0.1336,0.1233,0.125,10661306.0,574952.53
2025-12-15,0.1251,0.1297,0.1164,0.1192,14055631.0,421532.32
2025-12-16,0.1191,0.1232,0.1168,0.1211,11697719.0,341487.53
2025-12-17,0.121,0.1248,0.1141,0.115,13146024.0,410410.96
2025-12-18,0.1151,0.1199,0.1088,0.1115,15923958.0,545663.96
2025-12-19,0.1116,0.1204,0.1097,0.1197,12017770.0,427367.54
2025-12-20,0.1196,0.123,0.1186,0.121,6574315.0,281950.73
2025-12-21,0.1209,0.1213,0.1147,0.1171,9079523.0,647801.67
2025-12-22,0.1171,0.1198,0.1137,0.1152,11131989.0,440472.65
2025-12-23,0.1152,0.1162,0.1102,0.1114,9595707.0,372908.69
2025-12-24,0.1114,0.1142,0.1098,0.1136,6802837.0,349906.36
2025-12-25,0.1136,0.1153,0.1103,0.1107,6716753.0,279249.42
2025-12-26,0.1106,0.1154,0.1099,0.112,7270264.0,330126.53
2025-12-27,0.112,0.1162,0.1099,0.1159,8574161.0,651547.1
2025-12-28,0.1159,0.118,0.1145,0.1158,7593349.0,296503.79
2025-12-29,0.1159,0.1193,0.1134,0.1136,10596660.0,426689.59
2025-12-30,0.1137,0.115,0.1124,0.1135,6273104.0,411844.81
2025-12-31,0.1135,0.1142,0.1068,0.1088,9040653.0,554486.15
2026-01-01,0.1087,0.1177,0.1085,0.117,9198509.0,446967.46
2026-01-02,0.1169,0.1209,0.1149,0.12,19268373.0,708916.73
2026-01-03,0.12,0.1218,0.1167,0.1189,13254558.0,658719.3
2026-01-04,0.119,0.1254,0.1188,0.1229,17318792.0,485907.45
2026-01-05,0.1229,0.1281,0.1187,0.1262,26423497.0,779426.91
2026-01-06,0.1262,0.1306,0.1212,0.1266,26732540.0,557445.26
2026-01-07,0.1266,0.1274,0.1193,0.121,18442035.0,454681.18
2026-01-08,0.121,0.1226,0.1147,0.118,20709023.0,484017.83
2026-01-09,0.118,0.1221,0.1159,0.1191,11303169.0,351025.49
2026-01-10,0.1191,0.1221,0.1176,0.1193,8216846.0,379813.02
2026-01-11,0.1192,0.1211,0.115,0.1169,8221262.0,397868.04
2026-01-12,0.1169,0.1194,0.1117,0.1138,15123156.0,354793.72
2026-01-13,0.1138,0.1272,0.1136,0.1253,22462149.0,450313.65
2026-01-14,0.1254,0.1305,0.1249,0.1275,42479210.0,937415.17
2026-01-15,0.1275,0.1275,0.1173,0.1197,16793728.0,468152.21
2026-01-16,0.1197,0.1257,0.1179,0.1244,13511182.0,636408.05
2026-01-17,0.1245,0.1635,0.1241,0.1503,28707797.333333336,7691961.98
2026-01-18,0.1503,0.1661,0.1417,0.1425,43904412.66666667,5451110.5
2026-01-19,0.1425,0.1426,0.1311,0.1358,59101028.0,1718447.83
2026-01-20,0.1357,0.1542,0.1335,0.1379,56570639.0,4669399.18
2026-01-21,0.1381,0.1524,0.1359,0.1443,54040250.0,3899291.25
2026-01-22,0.1443,0.1734,0.1441,0.1645,51509861.0,5974110.02
2026-01-23,0.1644,0.1774,0.1556,0.159,48979472.0,5545471.39
2026-01-24,0.159,0.1598,0.1472,0.1487,46449083.0,2013489.22
2026-01-25,0.1486,0.1489,0.1279,0.13,43179392.0,2326924.36
2026-01-26,0.1299,0.138,0.1277,0.1328,53522291.0,2367054.74
2026-01-27,0.1327,0.1372,0.1247,0.1286,34912891.0,1862973.38
2026-01-28,0.1286,0.1294,0.122,0.1232,23131824.0,949201.52
2026-01-29,0.1232,0.1234,0.112,0.1145,32458342.0,1384240.46
2026-01-30,0.1146,0.1169,0.1109,0.1148,28048048.0,785532.61
2026-01-31,0.1148,0.1148,0.0937,0.1021,54954544.0,1354855.61
2026-02-01,0.1021,0.1037,0.097,0.0995,23786889.0,690681.87
2026-02-02,0.0996,0.1019,0.0986,0.1008,2773737.0,1010387.86
