date,news_sentiment_mean,news_sentiment_median,news_sentiment_std,news_count,news_positive_ratio
2025-12-19,-0.029226923076923074,0.0,0.44222807535646597,52,0.46153846153846156
2025-12-20,-0.017838297872340425,0.0,0.5562633469051176,47,0.40425531914893614
